# Wavelength(Å) I_cont(erg/s/cm2/Å/sr) I_abs(erg/s/cm2/Å/sr)
3883.4652 2.8123e+14 2.8116e+14
3883.4762 2.8123e+14 2.8116e+14
3883.4872 2.8123e+14 2.8116e+14
3883.4981 2.8123e+14 2.8116e+14
3883.5091 2.8123e+14 2.8116e+14
3883.5201 2.8123e+14 2.8116e+14
3883.5310 2.8123e+14 2.8117e+14
3883.5420 2.8123e+14 2.8117e+14
3883.5530 2.8123e+14 2.8117e+14
3883.5639 2.8123e+14 2.8117e+14
3883.5749 2.8123e+14 2.8117e+14
3883.5859 2.8124e+14 2.8117e+14
3883.5969 2.8124e+14 2.8117e+14
3883.6078 2.8124e+14 2.8117e+14
3883.6188 2.8124e+14 2.8117e+14
3883.6298 2.8124e+14 2.8117e+14
3883.6407 2.8124e+14 2.8117e+14
3883.6517 2.8124e+14 2.8118e+14
3883.6627 2.8124e+14 2.8118e+14
3883.6737 2.8124e+14 2.8118e+14
3883.6846 2.8124e+14 2.8118e+14
3883.6956 2.8125e+14 2.8118e+14
3883.7066 2.8125e+14 2.8118e+14
3883.7175 2.8125e+14 2.8118e+14
3883.7285 2.8125e+14 2.8118e+14
3883.7395 2.8125e+14 2.8118e+14
3883.7505 2.8125e+14 2.8118e+14
3883.7614 2.8125e+14 2.8118e+14
3883.7724 2.8125e+14 2.8119e+14
3883.7834 2.8125e+14 2.8119e+14
3883.7943 2.8125e+14 2.8119e+14
3883.8053 2.8125e+14 2.8119e+14
3883.8163 2.8126e+14 2.8119e+14
3883.8272 2.8126e+14 2.8119e+14
3883.8382 2.8126e+14 2.8119e+14
3883.8492 2.8126e+14 2.8119e+14
3883.8602 2.8126e+14 2.8119e+14
3883.8711 2.8126e+14 2.8119e+14
3883.8821 2.8126e+14 2.8120e+14
3883.8931 2.8126e+14 2.8120e+14
3883.9040 2.8126e+14 2.8120e+14
3883.9150 2.8126e+14 2.8120e+14
3883.9260 2.8126e+14 2.8120e+14
3883.9370 2.8127e+14 2.8120e+14
3883.9479 2.8127e+14 2.8120e+14
3883.9589 2.8127e+14 2.8120e+14
3883.9699 2.8127e+14 2.8120e+14
3883.9808 2.8127e+14 2.8120e+14
3883.9918 2.8127e+14 2.8120e+14
3884.0028 2.8127e+14 2.8121e+14
3884.0138 2.8127e+14 2.8121e+14
